"Date","Team","Acquired","Relinquished","Notes"
"2020-12-23","Hawks","","• Kris Dunn","placed on IL with right knee injury"
"2020-12-23","Hawks","","• Onyeka Okongwu","placed on IL with left foot injury"
"2020-12-23","Hawks","","• Tony Snell","right foot injury (DTD)"
"2020-12-23","Heat","","• Gabe Vincent","placed on IL with right knee injury"
"2020-12-23","Hornets","","• Cody Zeller","fractured left hand (out indefinitely)"
"2020-12-23","Jazz","","• Jarrell Brantley","placed on IL"
"2020-12-23","Jazz","","• Trent Forrest","placed on IL with right knee injury"
"2020-12-23","Magic","","• Al-Farouq Aminu","placed on IL with recovering from surgery on right knee"
"2020-12-23","Pacers","","• Brian Bowen II","placed on IL with groin injury"
"2020-12-23","Pacers","","• Goga Bitadze","placed on IL with sprained right ankle"
"2020-12-23","Pacers","","• Jeremy Lamb","placed on IL with recovering from surgery on left knee to repair torn ACL"
"2020-12-23","Rockets","","• Kenyon Martin Jr. / K.J. Martin","placed on IL with NBA health and safety protocols"
"2020-12-23","Timberwolves","","• Jordan McLaughlin","placed on IL"
"2020-12-24","Cavaliers","","• Dylan Windler","fractured left hand (out indefinitely)"
"2020-12-25","Blazers","• Anfernee Simons","","activated from IL"
"2020-12-25","Bucks","","• Mamadi Diakite","placed on IL with NBA health and safety protocols (DTD)"
"2020-12-22","Cavaliers","","• Matthew Dellavedova","placed on IL with concussion"
"2020-12-22","Celtics","","• Tacko Fall","placed on IL with eye injury"
"2020-12-22","Clippers","","• Jay Scrubb","foot injury (out indefinitely)"
"2020-12-22","Grizzlies","","• Killian Tillie","placed on IL with strained right hamstring"
"2020-12-22","Grizzlies","","• Xavier Tillman","left knee injury (DTD)"
"2020-12-22","Hawks","","• Rajon Rondo","placed on IL with NBA health and safety protocols"
"2020-12-22","Hornets","","• Grant Riller","left knee injury (DTD)"
"2020-12-22","Kings","","• DaQuan Jeffries","placed on IL with back injury"
"2020-12-22","Kings","","• Jabari Parker","back injury (DTD)"
"2020-12-22","Knicks","","• Austin Rivers","placed on IL with sore right groin"
"2020-12-22","Knicks","","• Omari Spellman","sore right knee (DTD)"
"2020-12-22","Lakers","","• Kostas Antetokounmpo","placed on IL"
"2020-12-22","Magic","","• James Ennis","placed on IL with right hamstring injury"
"2020-12-22","Mavericks","","• Kristaps Porzingis","placed on IL with right knee injury"
"2020-12-22","Nuggets","","• Greg Whittington","sprained left knee (DTD)"
"2020-12-22","Nuggets","","• JaMychal Green","placed on IL with left calf injury"
"2020-12-22","Pelicans","","• Wenyen Gabriel","right knee injury (DTD)"
"2020-12-22","Raptors","","• Patrick McCaw","placed on IL with left knee injury"
"2020-12-22","Spurs","","• Derrick White","placed on IL with left toe injury"
"2020-12-22","Spurs","","• Quinndary Weatherspoon","left knee injury (DTD)"
"2020-12-22","Suns","","• Abdel Nader","concussion (DTD)"
"2020-12-22","Suns","","• Frank Kaminsky","placed on IL"
"2020-12-22","Thunder","","• Ty Jerome","sprained left ankle (DTD)"
"2020-12-22","Timberwolves","","• Jaylen Nowell","strained left calf (DTD)"
"2020-12-23","Blazers","","• Anfernee Simons","placed on IL with strained left hamstring"
"2020-09-23","Heat","","• Gabe Vincent","sore right knee (out for season)"
"2020-09-30","Heat","","• Edrice Adebayo / Bam Adebayo","strained left shoulder (DTD)"
"2020-09-30","Lakers","• Dion Waiters","","activated from IL"
"2020-10-02","Heat","","• Edrice Adebayo / Bam Adebayo","strained neck (DTD)"
"2020-10-02","Heat","","• Goran Dragic","placed on IL with torn plantar fascia in left foot (out for season)"
"2020-10-02","Heat","• Chris Silva","","activated from IL"
"2020-10-06","Heat","• Edrice Adebayo / Bam Adebayo","","returned to lineup"
"2020-11-19","Warriors","","• Klay Thompson","placed on IL with torn right Achilles tendon (out for season)"
"2020-12-01","Celtics","","• Kemba Walker","left knee injury (out indefinitely)"
"2020-12-01","Celtics","","• Romeo Langford","right wrist injury (out indefinitely)"
"2020-12-01","Pacers","","• Jeremy Lamb","recovering from surgery on left knee to repair torn ACL (out indefinitely)"
"2020-12-02","Magic","","• Al-Farouq Aminu","recovering from surgery on right knee (out indefinitely)"
"2020-12-10","Pacers","","• Brian Bowen II","groin injury (out indefinitely)"
"2020-12-12","Blazers","","• Zach Collins","left ankle injury (out indefinitely)"
"2020-12-16","Rockets","","• Chris Clemons","torn right Achilles tendon (out indefinitely)"
"2020-12-19","Magic","","• Jonathan Isaac","recovering from surgery on left knee to repair torn ACL (out indefinitely)"
"2020-12-21","Clippers","","• Marcus Morris","placed on IL with sore right knee"
"2020-12-21","Nets","","• Nicolas Claxton","right knee injury (DTD)"
"2020-12-21","Pacers","","• Goga Bitadze","sprained right ankle (out indefinitely)"
"2020-12-21","Suns","","• Dario Saric","right quadricep injury (DTD)"
"2020-12-21","Warriors","","• Alen Smailagic","torn meniscus in right knee (DTD)"
"2020-12-21","Warriors","","• Draymond Green","placed on IL with sore right foot"
"2020-12-21","Wizards","","• Rui Hachimura","placed on IL with eye injury"
"2020-12-22","Blazers","","• Nassir Little","COVID-19 (DTD)"
"2020-12-22","Cavaliers","","• Kevin Love","placed on IL with right calf injury"
"2020-08-28","Magic","• Vic Law","","activated from IL"
"2020-08-28","Rockets","• Russell Westbrook","","activated from IL"
"2020-08-29","Blazers","","• Wenyen Gabriel","right quadricep injury (out for season)"
"2020-08-29","Blazers","• Nassir Little","","activated from IL"
"2020-08-30","Bucks","","• Eric Bledsoe","placed on IL with strained right hamstring"
"2020-08-30","Mavericks","","• Courtney Lee","placed on IL with left calf injury (out for season)"
"2020-08-30","Nuggets","• Gary Harris","","activated from IL"
"2020-08-30","Raptors","• Kyle Lowry","","returned to lineup"
"2020-09-02","Bucks","• Eric Bledsoe","","activated from IL"
"2020-09-03","Clippers","• Patrick Beverley","","activated from IL"
"2020-09-04","Heat","","• Kelly Olynyk","placed on IL with bruised right knee"
"2020-09-04","Heat","• Gabe Vincent","","activated from IL"
"2020-09-04","Lakers","• Rajon Rondo","","activated from IL"
"2020-09-05","Bucks","","• Giannis Antetokounmpo","sprained right ankle (DTD)"
"2020-09-05","Celtics","• Tremont Waters","","activated from IL"
"2020-09-06","Heat","","• Gabe Vincent","placed on IL (out for season)"
"2020-09-06","Heat","• Kelly Olynyk","","activated from IL"
"2020-09-08","Lakers","","• Dion Waiters","placed on IL with left groin injury"
"2020-09-08","Bucks","• Giannis Antetokounmpo","","returned to lineup"
"2020-09-08","Bucks","","• Giannis Antetokounmpo","sprained right ankle (DTD)"
"2020-09-10","Lakers","","• JaVale McGee","sprained left ankle (DTD)"
"2020-09-12","Lakers","• JaVale McGee","","returned to lineup"
"2020-09-12","Rockets","","• Tyson Chandler","placed on IL with neck spasms (out for season)"
"2020-09-18","Celtics","","• Romeo Langford","placed on IL with strained right adductor (out for season)"
"2020-09-22","Celtics","","• Romeo Langford","surgery on right wrist (out for season)"
"2020-08-18","Thunder","• Abdel Nader","","activated from IL"
"2020-08-18","Thunder","• Chris Paul","","activated from IL"
"2020-08-18","Pacers","• Victor Oladipo","","activated from IL"
"2020-08-19","Clippers","","• Patrick Beverley","placed on IL with strained left calf"
"2020-08-19","Rockets","","• Luc Richard Mbah a Moute / Luc Mbah a Moute","left knee injury (DTD)"
"2020-08-20","Bucks","• Ersan Ilyasova","","activated from IL"
"2020-08-20","Thunder","• Luguentz Dort","","activated from IL"
"2020-08-21","Blazers","","• Zach Collins","surgery on left ankle (out for season)"
"2020-08-21","Celtics","","• Javonte Green","placed on IL with sprained right knee (out for season)"
"2020-08-21","Raptors","","• Rondae Hollis-Jefferson","placed on IL with left knee injury"
"2020-08-21","Jazz","• Mike Conley Jr.","","activated from IL"
"2020-08-22","Magic","","• Melvin Frazier Jr.","placed on IL with sore lower back"
"2020-08-22","Lakers","• Rajon Rondo","","activated from IL"
"2020-08-22","Lakers","","• Rajon Rondo","back spasms (DTD)"
"2020-08-23","Mavericks","","• Kristaps Porzingis","sore right knee (DTD)"
"2020-08-23","Raptors","• Rondae Hollis-Jefferson","","activated from IL"
"2020-08-24","Lakers","","• Rajon Rondo","placed on IL with back spasms"
"2020-08-24","Magic","","• Vic Law","placed on IL with left Achilles injury"
"2020-08-24","Thunder","","• Deonte Burton","stomach illness (DTD)"
"2020-08-25","Blazers","","• Damian Lillard","placed on IL with sprained right knee (out for season)"
"2020-08-25","Celtics","","• Javonte Green","arthroscopic surgery on right knee to repair torn meniscus (out for season)"
"2020-08-25","Lakers","","• Anthony Davis","back spasms (DTD)"
"2020-08-25","Mavericks","","• Kristaps Porzingis","placed on IL with torn meniscus in right knee (out for season)"
"2020-08-26","Raptors","","• Kyle Lowry","sprained left ankle (DTD)"
"2020-08-28","Magic","• Melvin Frazier Jr.","","activated from IL"
"2020-08-17","Clippers","• Landry Shamet","","activated from IL"
"2020-08-17","Clippers","• Patrick Beverley","","activated from IL"
"2020-08-17","Jazz","• Emmanuel Mudiay","","activated from IL"
"2020-08-17","Jazz","• Rudy Gobert","","activated from IL"
"2020-08-17","Mavericks","• Kristaps Porzingis","","activated from IL"
"2020-08-17","Nets","• Chris Chiozza","","returned to lineup"
"2020-08-17","Nets","• Donta Hall","","returned to lineup"
"2020-08-17","Raptors","• Ogugua Anunoby / O.G. Anunoby","","activated from IL"
"2020-08-17","Raptors","• Serge Ibaka","","activated from IL"
"2020-08-18","Bucks","• Wesley Matthews / Wes Matthews Jr.","","activated from IL"
"2020-08-18","Celtics","","• Gordon Hayward","sprained right ankle (out for season)"
"2020-08-18","Heat","","• Chris Silva","placed on IL with pubic bone injury, strained left groin"
"2020-08-18","Heat","• Edrice Adebayo / Bam Adebayo","","activated from IL"
"2020-08-18","Heat","• Goran Dragic","","activated from IL"
"2020-08-18","Heat","• Jae Crowder","","returned to lineup"
"2020-08-18","Heat","• Jimmy Butler","","returned to lineup"
"2020-08-18","Lakers","• Alex Caruso","","activated from IL"
"2020-08-18","Lakers","• Anthony Davis","","activated from IL"
"2020-08-18","Lakers","• Kentavious Caldwell-Pope","","activated from IL"
"2020-08-18","Magic","• Evan Fournier","","activated from IL"
"2020-08-18","Magic","• Terrence Ross","","activated from IL"
"2020-08-18","Pacers","• Myles Turner","","activated from IL"
"2020-08-18","Pacers","• T.J. Warren","","activated from IL"
"2020-08-18","Rockets","• Danuel House","","activated from IL"
"2020-08-18","Rockets","• Tyson Chandler","","activated from IL"
"2020-08-13","Jazz","• Nigel Williams-Goss","","activated from IL"
"2020-08-13","Lakers","","• Anthony Davis","placed on IL with sore right knee"
"2020-08-13","Mavericks","","• Kristaps Porzingis","placed on IL with bruised left heel"
"2020-08-13","Mavericks","• Seth Curry","","activated from IL"
"2020-08-13","Nets","","• Chris Chiozza","right adductor injury (DTD)"
"2020-08-13","Nets","","• Donta Hall","sprained right ankle (DTD)"
"2020-08-13","Pacers","","• Myles Turner","placed on IL with sprained right wrist"
"2020-08-13","Thunder","","• Chris Paul","placed on IL with left hand injury"
"2020-08-13","Thunder","","• Luguentz Dort","placed on IL with sprained right knee"
"2020-08-13","Wizards","","• Rui Hachimura","right quadricep injury (out for season)"
"2020-08-14","Heat","","• Edrice Adebayo / Bam Adebayo","placed on IL with sore right knee"
"2020-08-14","Heat","","• Goran Dragic","placed on IL with sore left ankle"
"2020-08-14","Heat","","• Jae Crowder","bruised / sore right knee (DTD)"
"2020-08-14","Magic","","• Mohamed Bamba / Mo Bamba","placed on IL with COVID-19 coronavirus (out for season)"
"2020-08-14","Pacers","","• Victor Oladipo","placed on IL with sore left ankle"
"2020-08-14","Pacers","• Malcolm Brogdon","","activated from IL"
"2020-08-14","Rockets","","• Tyson Chandler","placed on IL"
"2020-08-14","Thunder","","• Abdel Nader","placed on IL with neck injury"
"2020-08-16","76ers","","• Glenn Robinson III","placed on IL with strained left oblique muscle (out for season)"
"2020-08-16","Heat","","• Derrick Jones Jr.","strained neck / shoulder (DTD)"
"2020-08-16","Jazz","","• Ed Davis (Adam)","placed on IL with left knee injury (out for season)"
"2020-08-17","Blazers","","• Zach Collins","left ankle injury (out for season)"
"2020-08-17","Celtics","• Daniel Theis","","activated from IL"
"2020-08-17","Celtics","• Jayson Tatum","","activated from IL"
"2020-08-17","Celtics","• Kemba Walker","","activated from IL"
"2020-08-12","Jazz","• Juwan Morgan","","activated from IL"
"2020-08-12","Lakers","","• Alex Caruso","placed on IL with neck spasms"
"2020-08-12","Magic","• Mohamed Bamba / Mo Bamba","","returned to lineup"
"2020-08-12","Nets","• Caris LeVert","","returned to lineup"
"2020-08-12","Nets","• Jarrett Allen","","returned to lineup"
"2020-08-12","Nets","• Joe Harris","","returned to lineup"
"2020-08-12","Nuggets","• Jerami Grant","","activated from IL"
"2020-08-12","Pacers","","• Malcolm Brogdon","placed on IL with sore neck"
"2020-08-12","Raptors","","• Ogugua Anunoby / O.G. Anunoby","placed on IL with sore right knee"
"2020-08-12","Raptors","• Fred VanVleet","","activated from IL"
"2020-08-12","Raptors","• Kyle Lowry","","activated from IL"
"2020-08-12","Rockets","","• Russell Westbrook","placed on IL with strained right quadriceps"
"2020-08-12","Rockets","• Eric Gordon","","activated from IL"
"2020-08-12","Rockets","• Tyson Chandler","","activated from IL"
"2020-08-12","Thunder","• Danilo Gallinari","","activated from IL"
"2020-08-12","Thunder","• Nerlens Noel","","activated from IL"
"2020-08-12","Thunder","• Shai Gilgeous-Alexander","","activated from IL"
"2020-08-12","Thunder","• Steven Adams","","activated from IL"
"2020-08-13","76ers","• Alec Burks","","activated from IL"
"2020-08-13","Blazers","","• Nassir Little","placed on IL with dehydraftion"
"2020-08-13","Bucks","","• Ersan Ilyasova","placed on IL with sprained right elbow"
"2020-08-13","Heat","","• Gabe Vincent","placed on IL with sprained right shoulder"
"2020-08-13","Heat","","• Jimmy Butler","sore right foot (DTD)"
"2020-08-13","Heat","• Kendrick Nunn","","activated from IL"
"2020-08-13","Jazz","","• Emmanuel Mudiay","placed on IL with sore left knee"
"2020-08-11","Magic","","• Mohamed Bamba / Mo Bamba","migraine headache (DTD)"
"2020-08-11","Mavericks","","• Seth Curry","placed on IL with right leg injury"
"2020-08-11","Mavericks","• Dorian Finney-Smith","","activated from IL"
